dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1536037200,2018-09-04 05:00:00 +0000 UTC,4167147,,,,298.67,298.15,298.85,1020,,,96,2,60,,,,,,,,,1,800,Clear,sky is clear,01n
1536040800,2018-09-04 06:00:00 +0000 UTC,4167147,,,,298.62,297.55,299.25,1019,,,96,2,50,0.3,,,,,,,,20,500,Rain,light rain,10n
1536040800,2018-09-04 06:00:00 +0000 UTC,4167147,,,,298.62,297.55,299.25,1019,,,96,2,50,0.3,,,,,,,,20,701,Mist,mist,50n
1536040800,2018-09-04 06:00:00 +0000 UTC,4167147,,,,298.62,297.55,299.25,1019,,,96,2,50,0.3,,,,,,,,20,211,Thunderstorm,thunderstorm,11n
1536044400,2018-09-04 07:00:00 +0000 UTC,4167147,,,,298.58,298.15,299.25,1019,,,96,2,60,0.3,,,,,,,,1,500,Rain,light rain,10n
1536048000,2018-09-04 08:00:00 +0000 UTC,4167147,,,,298.32,297.15,299.25,1019,,,94,2,80,0.3,,,,,,,,40,500,Rain,light rain,10n
1536051600,2018-09-04 09:00:00 +0000 UTC,4167147,,,,298.1,297.05,298.75,1018,,,100,2,60,0.3,,,,,,,,20,500,Rain,light rain,10n
1536055200,2018-09-04 10:00:00 +0000 UTC,4167147,,,,297.98,297.55,298.75,1018,,,96,4,60,,,,,,,,,1,800,Clear,sky is clear,01n
1536058800,2018-09-04 11:00:00 +0000 UTC,4167147,,,,297.96,297.55,298.75,1018,,,96,3,90,,,,,,,,,1,800,Clear,sky is clear,01n
1536062400,2018-09-04 12:00:00 +0000 UTC,4167147,,,,298.18,297.55,298.75,1020,,,96,2,80,,,,,,,,,1,800,Clear,sky is clear,01d
1536066000,2018-09-04 13:00:00 +0000 UTC,4167147,,,,300.57,299.85,300.95,1019,,,87,4,100,,,,,,,,,1,800,Clear,sky is clear,01d
1536069600,2018-09-04 14:00:00 +0000 UTC,4167147,,,,300.56,299.85,300.95,1019,,,87,4,100,,,,,,,,,1,800,Clear,sky is clear,01d
1536073200,2018-09-04 15:00:00 +0000 UTC,4167147,,,,302.77,301.45,304.15,1020,,,80,5,110,,,,,,,,,75,803,Clouds,broken clouds,04d
1536076800,2018-09-04 16:00:00 +0000 UTC,4167147,,,,303.54,302.55,304.25,1020,,,74,6,110,,,,,,,,,40,802,Clouds,scattered clouds,03d
1536080400,2018-09-04 17:00:00 +0000 UTC,4167147,,,,304.64,304.25,305.15,1020,,,65,7,100,,,,,,,,,40,802,Clouds,scattered clouds,03d
1536084000,2018-09-04 18:00:00 +0000 UTC,4167147,,,,305.15,304.25,306.15,1020,,,55,5,120,,,,,,,,,75,803,Clouds,broken clouds,04d
1536087600,2018-09-04 19:00:00 +0000 UTC,4167147,,,,303.75,300.35,306.15,1019,,,74,2,40,0.9,,,,,,,,75,501,Rain,moderate rain,10d
1536091200,2018-09-04 20:00:00 +0000 UTC,4167147,,,,304.32,301.45,306.15,1018,,,74,6,170,,,,,,,,,75,803,Clouds,broken clouds,04d
1536094800,2018-09-04 21:00:00 +0000 UTC,4167147,,,,305.59,305.35,306.15,1018,,,59,6,110,0.3,,,,,,,,75,500,Rain,light rain,10d
1536098400,2018-09-04 22:00:00 +0000 UTC,4167147,,,,304.2,302.05,305.35,1018,,,61,6,90,,,,,,,,,20,801,Clouds,few clouds,02d
1536102000,2018-09-04 23:00:00 +0000 UTC,4167147,,,,303.8,302.95,304.25,1018,,,66,5,100,,,,,,,,,40,802,Clouds,scattered clouds,03d
1536105600,2018-09-05 00:00:00 +0000 UTC,4167147,,,,302.56,301.45,304.15,1018,,,72,5,80,,,,,,,,,1,800,Clear,sky is clear,01d
1536109200,2018-09-05 01:00:00 +0000 UTC,4167147,,,,301.64,300.95,302.15,1018,,,83,2,90,,,,,,,,,40,802,Clouds,scattered clouds,03n
1536112800,2018-09-05 02:00:00 +0000 UTC,4167147,,,,300.9,299.45,302.15,1019,,,82,4,80,,,,,,,,,20,801,Clouds,few clouds,02n
1536116400,2018-09-05 03:00:00 +0000 UTC,4167147,,,,300.09,298.95,300.95,1020,,,87,2,80,,,,,,,,,1,800,Clear,sky is clear,01n
1536120000,2018-09-05 04:00:00 +0000 UTC,4167147,,,,299.83,298.85,300.35,1020,,,91,3,80,,,,,,,,,1,800,Clear,sky is clear,01n
1536123600,2018-09-05 05:00:00 +0000 UTC,4167147,,,,299.65,299.25,299.85,1019,,,93,4,70,,,,,,,,,1,800,Clear,sky is clear,01n
1536127200,2018-09-05 06:00:00 +0000 UTC,4167147,,,,299.24,297.95,299.85,1019,,,93,3,80,,,,,,,,,1,800,Clear,sky is clear,01n
1536130800,2018-09-05 07:00:00 +0000 UTC,4167147,,,,299.13,298.75,299.25,1019,,,93,2,60,,,,,,,,,20,801,Clouds,few clouds,02n
1536134400,2018-09-05 08:00:00 +0000 UTC,4167147,,,,298.89,298.25,299.25,1018,,,90,1,60,,,,,,,,,1,800,Clear,sky is clear,01n
1536138000,2018-09-05 09:00:00 +0000 UTC,4167147,,,,298.67,298.15,299.25,1018,,,93,1,50,,,,,,,,,1,800,Clear,sky is clear,01n
1536141600,2018-09-05 10:00:00 +0000 UTC,4167147,,,,298.62,297.95,299.25,1018,,,93,3,81,,,,,,,,,1,800,Clear,sky is clear,01n
1536145200,2018-09-05 11:00:00 +0000 UTC,4167147,,,,298.46,297.95,298.75,1018,,,96,1,50,,,,,,,,,1,800,Clear,sky is clear,01n
1536148800,2018-09-05 12:00:00 +0000 UTC,4167147,,,,298.36,297.25,298.75,1019,,,96,1,60,,,,,,,,,1,800,Clear,sky is clear,01n
1536152400,2018-09-05 13:00:00 +0000 UTC,4167147,,,,300.56,299.85,302.15,1019,,,91,3,80,,,,,,,,,1,800,Clear,sky is clear,01d
1536156000,2018-09-05 14:00:00 +0000 UTC,4167147,,,,300.56,299.85,302.15,1019,,,91,3,80,,,,,,,,,1,800,Clear,sky is clear,01d
1536159600,2018-09-05 15:00:00 +0000 UTC,4167147,,,,302.5,300.95,304.15,1020,,,82,3,100,,,,,,,,,20,801,Clouds,few clouds,02d
1536163200,2018-09-05 16:00:00 +0000 UTC,4167147,,,,303.79,302.55,305.15,1020,,,70,4,90,,,,,,,,,40,802,Clouds,scattered clouds,03d
1536166800,2018-09-05 17:00:00 +0000 UTC,4167147,,,,304.82,303.75,305.35,1019,,,63,5,60,0.3,,,,,,,,75,500,Rain,light rain,10d
1536170400,2018-09-05 18:00:00 +0000 UTC,4167147,,,,304.97,303.75,305.95,1019,,,63,5,60,0.3,,,,,,,,75,500,Rain,light rain,10d
1536174000,2018-09-05 19:00:00 +0000 UTC,4167147,,,,305.52,304.15,306.45,1019,,,61,5,90,0.9,,,,,,,,75,521,Rain,proximity shower rain,09d
1536177600,2018-09-05 20:00:00 +0000 UTC,4167147,,,,305.59,304.25,307.05,1018,,,63,5,80,,,,,,,,,75,803,Clouds,broken clouds,04d
1536181200,2018-09-05 21:00:00 +0000 UTC,4167147,,,,305.75,304.85,307.05,1018,,,63,5,70,,,,,,,,,75,803,Clouds,broken clouds,04d
1536184800,2018-09-05 22:00:00 +0000 UTC,4167147,,,,305.12,304.25,306.45,1017,,,61,6,70,,,,,,,,,20,801,Clouds,few clouds,02d
1536188400,2018-09-05 23:00:00 +0000 UTC,4167147,,,,304.14,302.15,305.95,1017,,,59,7,80,,,,,,,,,1,800,Clear,sky is clear,01d
1536192000,2018-09-06 00:00:00 +0000 UTC,4167147,,,,302.92,301.35,304.25,1018,,,69,5,70,,,,,,,,,40,802,Clouds,scattered clouds,03d
1536195600,2018-09-06 01:00:00 +0000 UTC,4167147,,,,301.66,300.95,302.55,1018,,,77,5,70,,,,,,,,,40,802,Clouds,scattered clouds,03n
1536199200,2018-09-06 02:00:00 +0000 UTC,4167147,,,,300.73,299.15,302.15,1018,,,81,3,50,,,,,,,,,1,800,Clear,sky is clear,01n
1536202800,2018-09-06 03:00:00 +0000 UTC,4167147,,,,300.06,299.25,300.95,1019,,,87,3,50,,,,,,,,,20,801,Clouds,few clouds,02n
1536206400,2018-09-06 04:00:00 +0000 UTC,4167147,,,,299.77,299.05,300.35,1019,,,87,2,50,,,,,,,,,40,802,Clouds,scattered clouds,03n
1536210000,2018-09-06 05:00:00 +0000 UTC,4167147,,,,299.42,298.65,300.35,1019,,,87,1,50,,,,,,,,,1,800,Clear,sky is clear,01n
1536213600,2018-09-06 06:00:00 +0000 UTC,4167147,,,,299.11,298.15,299.85,1019,,,90,2,60,,,,,,,,,1,800,Clear,sky is clear,01n
1536217200,2018-09-06 07:00:00 +0000 UTC,4167147,,,,298.61,297.55,299.25,1018,,,93,2,72,,,,,,,,,1,800,Clear,sky is clear,01n
1536220800,2018-09-06 08:00:00 +0000 UTC,4167147,,,,298.61,297.55,299.25,1018,,,93,1,38,,,,,,,,,1,800,Clear,sky is clear,01n
1536224400,2018-09-06 09:00:00 +0000 UTC,4167147,,,,298.32,297.55,299.25,1018,,,93,1,40,,,,,,,,,1,800,Clear,sky is clear,01n
1536228000,2018-09-06 10:00:00 +0000 UTC,4167147,,,,298.22,297.55,299.25,1018,,,93,1,30,0.3,,,,,,,,1,500,Rain,light rain,10n
1536231600,2018-09-06 11:00:00 +0000 UTC,4167147,,,,298.33,296.55,299.25,1018,,,93,2,350,,,,,,,,,1,800,Clear,sky is clear,01n
1536235200,2018-09-06 12:00:00 +0000 UTC,4167147,,,,298.91,297.85,300.15,1018,,,93,2,20,3,,,,,,,,1,502,Rain,heavy intensity rain,10d
1536235200,2018-09-06 12:00:00 +0000 UTC,4167147,,,,298.91,297.85,300.15,1018,,,93,2,20,3,,,,,,,,1,701,Mist,mist,50d
1536238800,2018-09-06 13:00:00 +0000 UTC,4167147,,,,300.71,299.55,302.15,1018,,,81,2,60,0.3,,,,,,,,1,500,Rain,light rain,10d
1536242400,2018-09-06 14:00:00 +0000 UTC,4167147,,,,302.23,301.45,303.15,1019,,,79,4,70,,,,,,,,,40,802,Clouds,scattered clouds,03d
1536246000,2018-09-06 15:00:00 +0000 UTC,4167147,,,,303.37,302.55,304.25,1019,,,67,5,60,,,,,,,,,75,803,Clouds,broken clouds,04d
1536249600,2018-09-06 16:00:00 +0000 UTC,4167147,,,,304.43,303.15,305.35,1019,,,61,6,80,,,,,,,,,40,802,Clouds,scattered clouds,03d
1536253200,2018-09-06 17:00:00 +0000 UTC,4167147,,,,304.3,303.15,305.35,1018,,,65,5,100,0.9,,,,,,,,75,521,Rain,proximity shower rain,09d
1536256800,2018-09-06 18:00:00 +0000 UTC,4167147,,,,304.08,303.15,305.35,1017,,,67,3,40,0.3,,,,,,,,75,500,Rain,light rain,10d
1536260400,2018-09-06 19:00:00 +0000 UTC,4167147,,,,303.33,300.35,305.35,1017,,,62,6,110,0.3,,,,,,,,75,500,Rain,light rain,10d
1536260400,2018-09-06 19:00:00 +0000 UTC,4167147,,,,303.33,300.35,305.35,1017,,,62,6,110,0.3,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1536260400,2018-09-06 19:00:00 +0000 UTC,4167147,,,,303.33,300.35,305.35,1017,,,62,6,110,0.3,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1536264000,2018-09-06 20:00:00 +0000 UTC,4167147,,,,303,299.15,305.15,1016,,,59,5,100,0.3,,,,,,,,1,500,Rain,light rain,10d
1536267600,2018-09-06 21:00:00 +0000 UTC,4167147,,,,303.31,301.15,304.85,1016,,,63,6,80,0.3,,,,,,,,20,500,Rain,light rain,10d
1536271200,2018-09-06 22:00:00 +0000 UTC,4167147,,,,302.74,299.25,305.15,1016,,,90,1,200,3,,,,,,,,90,502,Rain,heavy intensity rain,10d
1536271200,2018-09-06 22:00:00 +0000 UTC,4167147,,,,302.74,299.25,305.15,1016,,,90,1,200,3,,,,,,,,90,701,Mist,mist,50d
1536271200,2018-09-06 22:00:00 +0000 UTC,4167147,,,,302.74,299.25,305.15,1016,,,90,1,200,3,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11d
1536274800,2018-09-06 23:00:00 +0000 UTC,4167147,,,,303.42,302.35,304.85,1015,,,60,7,80,0.9,,,,,,,,1,501,Rain,moderate rain,10d
1536278400,2018-09-07 00:00:00 +0000 UTC,4167147,,,,301.9,299.85,304.15,1016,,,63,5,80,,,,,,,,,1,800,Clear,sky is clear,01d
1536282000,2018-09-07 01:00:00 +0000 UTC,4167147,,,,300.49,299.05,302.15,1017,,,74,3,90,,,,,,,,,20,801,Clouds,few clouds,02n
1536285600,2018-09-07 02:00:00 +0000 UTC,4167147,,,,299.9,297.65,302.15,1017,,,74,4,70,,,,,,,,,1,800,Clear,sky is clear,01n
1536289200,2018-09-07 03:00:00 +0000 UTC,4167147,,,,299.14,297.85,300.35,1018,,,79,2,60,,,,,,,,,1,800,Clear,sky is clear,01n
1536292800,2018-09-07 04:00:00 +0000 UTC,4167147,,,,298.73,298.15,299.25,1018,,,87,2,50,,,,,,,,,1,800,Clear,sky is clear,01n
1536296400,2018-09-07 05:00:00 +0000 UTC,4167147,,,,298.72,298.15,299.25,1018,,,87,2,50,,,,,,,,,1,800,Clear,sky is clear,01n
1536300000,2018-09-07 06:00:00 +0000 UTC,4167147,,,,298.46,298.15,299.25,1017,,,88,3,110,0.3,,,,,,,,75,500,Rain,light rain,10n
1536300000,2018-09-07 06:00:00 +0000 UTC,4167147,,,,298.46,298.15,299.25,1017,,,88,3,110,0.3,,,,,,,,75,211,Thunderstorm,thunderstorm,11n
1536300000,2018-09-07 06:00:00 +0000 UTC,4167147,,,,298.46,298.15,299.25,1017,,,88,3,110,0.3,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1536303600,2018-09-07 07:00:00 +0000 UTC,4167147,,,,298.01,296.75,299.25,1017,,,90,2,50,0.3,,,,,,,,20,500,Rain,light rain,10n
1536307200,2018-09-07 08:00:00 +0000 UTC,4167147,,,,298.01,296.75,299.25,1017,,,90,2,50,0.3,,,,,,,,20,500,Rain,light rain,10n
1536310800,2018-09-07 09:00:00 +0000 UTC,4167147,,,,297.73,296.45,298.75,1016,,,93,2,50,,,,,,,,,75,803,Clouds,broken clouds,04n
1536314400,2018-09-07 10:00:00 +0000 UTC,4167147,,,,297.51,296.65,298.15,1016,,,96,1,52,,,,,,,,,20,801,Clouds,few clouds,02n
1536318000,2018-09-07 11:00:00 +0000 UTC,4167147,,,,297.16,295.75,298.15,1016,,,93,2,50,,,,,,,,,20,801,Clouds,few clouds,02n
1536321600,2018-09-07 12:00:00 +0000 UTC,4167147,,,,298.05,295.95,300.15,1017,,,93,1,80,,,,,,,,,1,800,Clear,sky is clear,01d
1536325200,2018-09-07 13:00:00 +0000 UTC,4167147,,,,299.65,299.25,300.25,1017,,,84,2,80,,,,,,,,,1,800,Clear,sky is clear,01d
1536328800,2018-09-07 14:00:00 +0000 UTC,4167147,,,,301.12,300.95,301.45,1017,,,69,3,90,,,,,,,,,1,800,Clear,sky is clear,01d
1536332400,2018-09-07 15:00:00 +0000 UTC,4167147,,,,301.5,300.95,302.55,1018,,,69,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1536336000,2018-09-07 16:00:00 +0000 UTC,4167147,,,,302.61,301.25,304.25,1017,,,61,2,0,0.9,,,,,,,,1,521,Rain,proximity shower rain,09d
1536339600,2018-09-07 17:00:00 +0000 UTC,4167147,,,,302.55,299.85,305.35,1017,,,74,3,210,0.3,,,,,,,,40,500,Rain,light rain,10d
1536339600,2018-09-07 17:00:00 +0000 UTC,4167147,,,,302.55,299.85,305.35,1017,,,74,3,210,0.3,,,,,,,,40,211,Thunderstorm,proximity thunderstorm,11d
1536343200,2018-09-07 18:00:00 +0000 UTC,4167147,,,,302.86,299.85,305.35,1016,,,65,3,0,0.3,,,,,,,,1,211,Thunderstorm,proximity thunderstorm,11d
1536343200,2018-09-07 18:00:00 +0000 UTC,4167147,,,,302.86,299.85,305.35,1016,,,65,3,0,0.3,,,,,,,,1,500,Rain,light rain,10d
1536346800,2018-09-07 19:00:00 +0000 UTC,4167147,,,,301.63,297.55,304.25,1016,,,93,3,20,0.9,,,,,,,,90,521,Rain,proximity shower rain,09d
1536346800,2018-09-07 19:00:00 +0000 UTC,4167147,,,,301.63,297.55,304.25,1016,,,93,3,20,0.9,,,,,,,,90,211,Thunderstorm,thunderstorm,11d
1536346800,2018-09-07 19:00:00 +0000 UTC,4167147,,,,301.63,297.55,304.25,1016,,,93,3,20,0.9,,,,,,,,90,701,Mist,mist,50d
1536350400,2018-09-07 20:00:00 +0000 UTC,4167147,,,,301.13,298.15,304.15,1015,,,82,1,330,0.9,,,,,,,,1,501,Rain,moderate rain,10d
1536350400,2018-09-07 20:00:00 +0000 UTC,4167147,,,,301.13,298.15,304.15,1015,,,82,1,330,0.9,,,,,,,,1,211,Thunderstorm,thunderstorm,11d
1536354000,2018-09-07 21:00:00 +0000 UTC,4167147,,,,300.88,299.15,303.15,1015,,,76,4,20,0.3,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1536354000,2018-09-07 21:00:00 +0000 UTC,4167147,,,,300.88,299.15,303.15,1015,,,76,4,20,0.3,,,,,,,,75,500,Rain,light rain,10d
1536357600,2018-09-07 22:00:00 +0000 UTC,4167147,,,,301.13,299.85,304.15,1015,,,76,2,50,0.9,,,,,,,,20,521,Rain,proximity shower rain,09d
1536357600,2018-09-07 22:00:00 +0000 UTC,4167147,,,,301.13,299.85,304.15,1015,,,76,2,50,0.9,,,,,,,,20,211,Thunderstorm,thunderstorm,11d
1536361200,2018-09-07 23:00:00 +0000 UTC,4167147,,,,300.97,299.85,302.55,1014,,,76,1,50,,,,,,,,,1,800,Clear,sky is clear,01d
1536364800,2018-09-08 00:00:00 +0000 UTC,4167147,,,,300.72,300.35,301.45,1014,,,79,2,50,,,,,,,,,1,800,Clear,sky is clear,01d
1536368400,2018-09-08 01:00:00 +0000 UTC,4167147,,,,299.62,298.95,300.35,1015,,,87,2,70,,,,,,,,,40,802,Clouds,scattered clouds,03n
1536372000,2018-09-08 02:00:00 +0000 UTC,4167147,,,,298.92,297.95,299.25,1015,,,90,2,80,,,,,,,,,1,800,Clear,sky is clear,01n
1536375600,2018-09-08 03:00:00 +0000 UTC,4167147,,,,298.74,298.15,299.25,1016,,,93,2,90,,,,,,,,,1,800,Clear,sky is clear,01n
1536379200,2018-09-08 04:00:00 +0000 UTC,4167147,,,,298.74,298.15,299.25,1016,,,90,1,62,,,,,,,,,1,800,Clear,sky is clear,01n
1536382800,2018-09-08 05:00:00 +0000 UTC,4167147,,,,298.26,297.55,298.75,1016,,,93,2,90,,,,,,,,,1,800,Clear,sky is clear,01n
1536386400,2018-09-08 06:00:00 +0000 UTC,4167147,,,,298.06,297.55,298.75,1016,,,93,2,130,,,,,,,,,1,800,Clear,sky is clear,01n
1536390000,2018-09-08 07:00:00 +0000 UTC,4167147,,,,297.57,297.05,298.15,1015,,,93,1,75,,,,,,,,,1,800,Clear,sky is clear,01n
1536393600,2018-09-08 08:00:00 +0000 UTC,4167147,,,,297.25,295.65,298.15,1015,,,93,1,46,,,,,,,,,1,800,Clear,sky is clear,01n
1536397200,2018-09-08 09:00:00 +0000 UTC,4167147,,,,297.05,296.15,298.15,1015,,,93,1,46,,,,,,,,,1,800,Clear,sky is clear,01n
1536400800,2018-09-08 10:00:00 +0000 UTC,4167147,,,,296.53,296.25,297.05,1014,,,97,1,30,,,,,,,,,40,802,Clouds,scattered clouds,03n
1536404400,2018-09-08 11:00:00 +0000 UTC,4167147,,,,296.81,296.25,297.05,1014,,,96,1,12,,,,,,,,,1,800,Clear,sky is clear,01n
1536408000,2018-09-08 12:00:00 +0000 UTC,4167147,,,,297.25,296.45,298.15,1015,,,96,1,12,,,,,,,,,1,800,Clear,sky is clear,01d
1536411600,2018-09-08 13:00:00 +0000 UTC,4167147,,,,299.99,299.25,300.75,1015,,,84,1,12,,,,,,,,,1,800,Clear,sky is clear,01d
1536415200,2018-09-08 14:00:00 +0000 UTC,4167147,,,,299.99,299.25,300.75,1015,,,84,1,73,,,,,,,,,1,800,Clear,sky is clear,01d
1536418800,2018-09-08 15:00:00 +0000 UTC,4167147,,,,301.47,301.15,302.15,1016,,,69,2,60,,,,,,,,,75,803,Clouds,broken clouds,04d
1536422400,2018-09-08 16:00:00 +0000 UTC,4167147,,,,302.61,302.05,303.15,1015,,,66,2,100,,,,,,,,,90,804,Clouds,overcast clouds,04d
1536426000,2018-09-08 17:00:00 +0000 UTC,4167147,,,,303.44,302.55,304.25,1015,,,63,1,124,0.9,,,,,,,,1,521,Rain,proximity shower rain,09d
1536429600,2018-09-08 18:00:00 +0000 UTC,4167147,,,,303.4,302.05,304.85,1014,,,71,5,100,0.9,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11d
1536429600,2018-09-08 18:00:00 +0000 UTC,4167147,,,,303.4,302.05,304.85,1014,,,71,5,100,0.9,,,,,,,,90,521,Rain,proximity shower rain,09d
1536433200,2018-09-08 19:00:00 +0000 UTC,4167147,,,,301.2,297.05,304.25,1014,,,78,2,250,0.9,,,,,,,,90,521,Rain,proximity shower rain,09d
1536433200,2018-09-08 19:00:00 +0000 UTC,4167147,,,,301.2,297.05,304.25,1014,,,78,2,250,0.9,,,,,,,,90,211,Thunderstorm,thunderstorm,11d
1536433200,2018-09-08 19:00:00 +0000 UTC,4167147,,,,301.2,297.05,304.25,1014,,,78,2,250,0.9,,,,,,,,90,701,Mist,mist,50d
1536436800,2018-09-08 20:00:00 +0000 UTC,4167147,,,,301.78,298.15,305.95,1013,,,82,2,50,0.9,,,,,,,,75,521,Rain,proximity shower rain,09d
1536436800,2018-09-08 20:00:00 +0000 UTC,4167147,,,,301.78,298.15,305.95,1013,,,82,2,50,0.9,,,,,,,,75,211,Thunderstorm,thunderstorm,11d
1536440400,2018-09-08 21:00:00 +0000 UTC,4167147,,,,300.82,297.55,305.15,1013,,,93,2,100,0.9,,,,,,,,90,521,Rain,proximity shower rain,09d
1536440400,2018-09-08 21:00:00 +0000 UTC,4167147,,,,300.82,297.55,305.15,1013,,,93,2,100,0.9,,,,,,,,90,211,Thunderstorm,thunderstorm,11d
1536440400,2018-09-08 21:00:00 +0000 UTC,4167147,,,,300.82,297.55,305.15,1013,,,93,2,100,0.9,,,,,,,,90,701,Mist,mist,50d
1536444000,2018-09-08 22:00:00 +0000 UTC,4167147,,,,298.59,297.55,301.65,1013,,,97,2,150,0.9,,,,,,,,75,501,Rain,moderate rain,10d
1536444000,2018-09-08 22:00:00 +0000 UTC,4167147,,,,298.59,297.55,301.65,1013,,,97,2,150,0.9,,,,,,,,75,211,Thunderstorm,thunderstorm,11d
1536447600,2018-09-08 23:00:00 +0000 UTC,4167147,,,,298.81,297.55,300.95,1012,,,93,1,120,0.3,,,,,,,,75,500,Rain,light rain,10d
1536451200,2018-09-09 00:00:00 +0000 UTC,4167147,,,,298.86,297.55,300.25,1013,,,87,1,100,0.3,,,,,,,,1,500,Rain,light rain,10d
1536454800,2018-09-09 01:00:00 +0000 UTC,4167147,,,,298.65,297.55,299.75,1013,,,93,1,150,0.3,,,,,,,,1,500,Rain,light rain,10n
1536458400,2018-09-09 02:00:00 +0000 UTC,4167147,,,,298.26,297.55,298.75,1014,,,90,1,130,,,,,,,,,1,800,Clear,sky is clear,01n
1536462000,2018-09-09 03:00:00 +0000 UTC,4167147,,,,297.62,297.35,298.15,1015,,,97,1,193,,,,,,,,,75,803,Clouds,broken clouds,04n
1536465600,2018-09-09 04:00:00 +0000 UTC,4167147,,,,297.85,297.55,298.15,1014,,,90,1,193,,,,,,,,,1,800,Clear,sky is clear,01n
1536469200,2018-09-09 05:00:00 +0000 UTC,4167147,,,,297.35,296.45,298.15,1014,,,93,1,171,,,,,,,,,1,800,Clear,sky is clear,01n
1536472800,2018-09-09 06:00:00 +0000 UTC,4167147,,,,297.29,296.05,298.15,1014,,,93,1,171,,,,,,,,,1,800,Clear,sky is clear,01n
1536476400,2018-09-09 07:00:00 +0000 UTC,4167147,,,,297.04,296.05,298.15,1013,,,93,1,188,,,,,,,,,1,800,Clear,sky is clear,01n
1536480000,2018-09-09 08:00:00 +0000 UTC,4167147,,,,296.99,296.15,298.15,1013,,,97,1,289,,,,,,,,,1,800,Clear,sky is clear,01n
1536483600,2018-09-09 09:00:00 +0000 UTC,4167147,,,,297.22,296.45,298.15,1013,,,93,1,289,,,,,,,,,1,800,Clear,sky is clear,01n
1536487200,2018-09-09 10:00:00 +0000 UTC,4167147,,,,296.69,295.95,297.55,1013,,,96,1,289,,,,,,,,,1,800,Clear,sky is clear,01n
1536490800,2018-09-09 11:00:00 +0000 UTC,4167147,,,,296.58,295.65,297.55,1013,,,100,1,280,,,,,,,,,1,800,Clear,sky is clear,01n
1536494400,2018-09-09 12:00:00 +0000 UTC,4167147,,,,297.62,297.05,298.15,1014,,,93,2,20,,,,,,,,,1,800,Clear,sky is clear,01d
1536498000,2018-09-09 13:00:00 +0000 UTC,4167147,,,,299.54,299.25,300.15,1014,,,84,1,280,0.3,,,,,,,,1,500,Rain,light rain,10d
1536501600,2018-09-09 14:00:00 +0000 UTC,4167147,,,,299.67,299.25,300.35,1014,,,84,1,295,0.3,,,,,,,,75,500,Rain,light rain,10d
1536505200,2018-09-09 15:00:00 +0000 UTC,4167147,,,,301.12,300.35,302.15,1015,,,77,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1536508800,2018-09-09 16:00:00 +0000 UTC,4167147,,,,301.79,300.35,303.15,1015,,,65,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1536512400,2018-09-09 17:00:00 +0000 UTC,4167147,,,,302.59,302.05,303.75,1014,,,65,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1536516000,2018-09-09 18:00:00 +0000 UTC,4167147,,,,303.92,303.15,305.15,1014,,,63,1,282,,,,,,,,,75,803,Clouds,broken clouds,04d
1536519600,2018-09-09 19:00:00 +0000 UTC,4167147,,,,303.87,302.95,304.25,1013,,,59,1,282,0.3,,,,,,,,75,500,Rain,light rain,10d
1536523200,2018-09-09 20:00:00 +0000 UTC,4167147,,,,304.61,303.75,305.35,1012,,,57,1,220,,,,,,,,,75,803,Clouds,broken clouds,04d
1536526800,2018-09-09 21:00:00 +0000 UTC,4167147,,,,304.77,302.35,305.95,1011,,,57,1,0,,,,,,,,,75,211,Thunderstorm,thunderstorm,11d
1536530400,2018-09-09 22:00:00 +0000 UTC,4167147,,,,303.32,301.45,305.15,1012,,,74,3,130,0.9,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1536530400,2018-09-09 22:00:00 +0000 UTC,4167147,,,,303.32,301.45,305.15,1012,,,74,3,130,0.9,,,,,,,,75,521,Rain,proximity shower rain,09d
1536534000,2018-09-09 23:00:00 +0000 UTC,4167147,,,,301.88,300.35,304.15,1012,,,78,2,110,0.9,,,,,,,,44,211,Thunderstorm,thunderstorm,11d
1536534000,2018-09-09 23:00:00 +0000 UTC,4167147,,,,301.88,300.35,304.15,1012,,,78,2,110,0.9,,,,,,,,44,521,Rain,proximity shower rain,09d
1536537600,2018-09-10 00:00:00 +0000 UTC,4167147,,,,300.33,298.15,302.15,1012,,,84,2,360,0.9,,,,,,,,1,211,Thunderstorm,proximity thunderstorm,11n
1536537600,2018-09-10 00:00:00 +0000 UTC,4167147,,,,300.33,298.15,302.15,1012,,,84,2,360,0.9,,,,,,,,1,521,Rain,proximity shower rain,09n
